164,6006,71
164,6007,52
165,6008,73
165,6009,15
165,6010,65
166,3407,52
166,6011,6
166,6012,70
167,3408,67
167,6013,45
167,6014,92
168,6015,72
168,6016,83
168,6017,81
169,5638,87
169,6018,40
169,6019,27
170,6020,42
170,6021,13
170,6022,24
171,6023,40
171,6024,82
171,6025,90
172,6026,52
172,6027,41
172,6028,47
173,6029,91
173,6030,70
173,13279,50
174,4767,85
174,6031,36
174,6032,51
175,6033,8
175,6034,29
175,6035,51
176,3302,54
176,3303,63
176,6036,84
176,6037,56
177,6038,41
177,6039,2
177,6040,77
177,6041,80
178,4894,26
178,6042,35
178,6043,15
178,6044,97
179,3312,44
179,6045,80
179,6046,56
179,6047,55
180,4923,47
180,4926,86
180,6048,80
181,4927,17
182,6049,44
182,6050,73
182,6051,36
182,6052,42
183,3307,96
183,6054,51
183,6055,90
184,6056,53
184,6057,22
184,6058,40
184,9154,80
185,6059,83
185,6060,44
186,6062,95
186,6063,57
186,6064,55
186,6066,85
187,6067,10
187,6068,99
187,6069,81
187,6070,15
188,6071,22
188,6072,29
188,6074,38
188,6075,46
189,3301,60
189,6076,39
189,6077,48
189,6078,33
190,6079,48
190,6080,60
190,6081,33
191,6082,96
191,6083,94
191,6084,36
192,2896,54
192,6085,29
192,6086,60
192,6087,88
193,2897,84
193,3311,28
193,6089,86
194,2938,61
194,4920,40
194,4932,70
194,6090,6
195,4125,22
196,6091,8
196,6092,36
197,4926,90
198,4914,54
198,4917,99
198,4918,13
198,6096,30
199,6097,41
199,6098,97
199,6099,1
199,6100,65
200,3944,94
200,6101,21
200,6102,89
200,6103,73
201,3308,86
201,6104,11
202,5000,58
202,6105,2
202,6106,78
203,5011,22
203,6107,79
203,6108,17
204,6109,42
204,6110,92
204,6112,65
205,6113,91
205,6114,2
205,6115,16
206,6116,65
206,6117,6
206,6118,50
207,6119,64
207,6120,28
207,6121,80
208,6122,71
208,6123,5
208,6124,80
209,6125,76
209,6126,11
209,6127,2
209,6128,31
210,2899,49
210,3330,71
210,6129,53
211,3314,67
211,6130,3
211,6131,58
211,6132,75
212,6133,50
212,6134,58
212,6135,40
212,6136,64
213,6137,71
213,6138,83
213,6139,89
214,4942,17
215,4945,99
215,6140,10
215,6141,5
215,6142,77
216,3333,63
216,4947,21
216,6143,82
216,6144,66
217,6145,15
217,6146,85
217,6147,86
218,3334,17
218,6148,80
218,6149,54
218,6150,99
219,3331,49
219,3332,91
219,6151,64
219,6152,55
220,3326,4
220,6153,23
220,6154,97
221,6155,58
221,6156,87
221,6157,87
222,6158,11
222,6159,33
222,6160,55
222,6161,19
223,3319,23
223,3320,71
223,6162,52
224,3317,34
224,5005,21
224,6163,66
225,6164,91
225,6165,55
225,6166,78
226,6167,92
226,6168,5
226,6169,76
226,6170,69
227,3322,55
227,6171,76
227,6172,36
227,6173,87
228,5036,98
228,6174,9
228,6175,65
229,3327,11
229,3328,47
229,6176,23
229,6177,94
230,6179,55
230,6180,52
230,6181,71
230,6182,53
231,2928,93
231,5057,18
231,5060,91
231,6183,43
232,3338,30
232,6184,30
232,6185,11
232,6186,35
233,6187,96
233,6188,9
233,6189,87
233,6190,77
234,5069,16
234,6191,84
234,6192,46
235,5074,89
235,5076,21
235,6193,80
236,3342,14
236,5075,42
236,5079,69
237,6194,17
238,5643,84
238,6195,96
239,5081,49
240,5397,16
240,5400,28
240,6197,52
241,5399,37
242,6198,15
242,6199,57
243,5412,81
244,2884,11
244,3345,61
244,6200,81
245,3344,71
245,6201,68
245,6202,16
246,3340,44
246,6203,69
246,6204,91
246,6205,99
247,6206,51
247,6207,27
247,6208,9
247,6209,37
248,5433,34
248,5434,45
248,6210,5
249,6211,95
249,6212,96
249,6213,31
250,6214,16
250,6215,45
250,6217,4
251,6218,41
251,6219,33
251,6220,7
251,6221,9
252,3432,98
252,6222,56
252,6224,19
252,6225,43
253,6226,30
253,6227,73
253,6228,99
254,3337,13
254,5058,62
254,6229,7
254,6230,66
255,6232,80
255,6233,38
255,6234,18
255,6235,68
256,5338,20
256,6237,96
256,6238,96
257,6239,37
257,6240,99
257,6241,96
258,6242,32
258,6243,89
258,6244,10
258,6245,99
259,6246,94
259,6247,67
259,6248,90
259,6249,25
260,3425,51
260,6250,52
260,6251,81
261,5103,9
261,6252,87
261,6253,34
262,6254,10
262,6255,28
262,6256,46
263,6257,49
263,6258,64
263,6259,82
263,6260,8
264,6261,36
264,6262,37
264,6263,23
265,6264,25
265,6265,70
265,6266,55
265,6267,21
266,6268,14
266,6269,46
266,6270,23
266,6271,41
267,3410,60
267,6272,96
267,6273,35
268,5639,52
268,6274,8
268,6275,34
269,6277,70
269,6278,72
269,8657,41
270,6279,4
270,6280,95
270,6281,60
271,5148,100
271,6282,5
271,6283,49
272,6284,71
272,6285,77
273,3411,90
273,6286,46
273,6287,13
274,6288,3
274,6289,8
274,6290,2
275,6291,54
275,6292,21
275,6293,32
276,6294,84
276,6295,51
276,9045,14
277,6296,47
277,6297,2
277,6298,82
278,8386,73
279,6299,67
279,8390,51
280,3420,95
280,6300,16
281,5154,28
281,6301,14
282,6302,17
282,6303,92
282,8385,88
283,5164,3
283,6304,37
284,6305,46
284,6306,58
284,6307,39
285,6308,16
285,6309,13
285,6310,66
286,6311,31
286,6312,57
287,6313,73
287,6314,16
288,6315,56
288,6316,79
289,3421,19
289,6317,88
289,8384,39
290,6318,52
290,6319,32
290,8383,91
291,6321,69
291,6322,5
292,6323,92
292,6324,35
292,6325,36
292,6326,59
293,6327,51
293,6328,20
294,5175,16
294,6329,45
295,6330,56
295,6331,17
295,6332,88
296,6333,48
296,6334,17
296,6335,56
297,6336,88
297,6337,24
297,6338,41
297,6339,30
298,5178,72
298,6340,94
299,5184,97
299,6341,63
299,6342,18
300,3412,6
300,6343,97
300,6344,44
301,6345,80
301,6346,16
301,6347,33
302,6348,93
302,6349,94
302,6350,58
303,6351,94
303,6352,12
303,6353,34
304,6354,31
304,6355,23
304,6356,26
305,6357,13
305,6358,86
305,6359,37
306,5233,46
306,6360,4
306,6361,40
306,6362,26
307,5225,37
307,5248,64
308,5251,11
308,6363,70
308,6364,48
309,5253,73
309,6365,90
309,6366,71
310,5249,51
310,5891,52
310,6367,46
311,5893,27
311,6368,55
311,6369,15
311,6370,12
312,6371,82
312,6372,87
312,6373,47
313,5255,97
313,6374,64
313,6375,30
313,6376,99
314,3422,71
314,6377,18
315,6378,18
315,6379,25
315,6380,18
316,3423,61
316,6381,44
316,6382,99
317,5265,15
317,6383,2
317,6384,22
318,5260,34
318,5263,23
318,6385,19
319,6386,79
319,6387,62
319,6388,54
320,5266,12
320,6389,40
321,6390,26
321,6391,1
321,9047,76
322,5273,98
322,6392,45
322,6393,69
323,5275,22
323,6394,97
323,6395,26
324,3447,5
324,5280,70
324,6396,61
325,6397,4
325,6398,83
325,6399,100
326,6400,34
326,6401,9
326,6402,55
327,6403,38
327,6404,62
327,6405,73
327,6406,20
328,5287,62
328,5324,65
328,6407,92
329,6408,12
329,6409,88
329,6410,47
329,6411,56
330,6412,58
330,6413,80
330,6414,45
331,5365,2
331,6415,27
331,6416,65
332,6417,68
332,6418,22
333,5645,53
333,6419,66
333,6420,3
333,6421,25
334,5328,9
334,6422,99
334,6423,58
335,5321,98
335,6424,10
335,6425,23
336,5244,78
336,6426,85
336,6427,45
337,5242,99
337,5291,40
337,6428,28
338,2901,70
338,5242,32
338,5284,14
339,6429,13
339,6430,92
340,5293,58
340,5295,39
340,6431,48
341,6432,40
341,6433,63
341,6434,30
342,5298,57
342,5314,46
342,6435,78
342,6436,36
343,5313,82
343,6437,66
343,6438,53
344,3437,62
344,6439,27
344,6440,71
345,6441,60
345,6442,58
346,5349,62
346,6443,59
346,6444,81
347,3444,27
347,6445,6
347,6446,84
348,2881,44
348,5379,60
348,6447,94
348,6448,70
349,2880,80
349,6449,38
349,6450,21
350,5463,77
350,6451,70
350,6452,15
351,5459,7
351,6453,87
351,6454,43
352,2883,11
352,6455,58
352,6456,50
353,5392,14
353,6457,100
353,6458,71
353,6459,9
354,6460,58
354,6461,28
354,6462,52
355,6463,70
355,6464,85
355,6465,50
356,5413,59
356,6466,12
357,5414,27
358,3471,70
358,6467,9
358,6468,91
359,3469,89
359,6469,22
359,6470,94
360,3453,75
360,6471,49
360,6472,58
361,5441,57
361,5445,54
361,6473,52
362,5419,30
362,5443,61
363,2877,86
363,5456,7
363,6475,54
364,5457,99
364,5468,13
364,6476,26
365,5464,20
365,5469,72
366,5465,6
366,5467,23
366,6478,56
367,6479,64
367,6480,91
367,6481,85
368,5479,88
368,5482,82
368,6482,41
369,6483,62
369,6484,4
369,6485,22
370,3461,34
370,6486,29
370,6487,66
371,6488,2
371,6489,29
371,6490,20
372,3457,70
372,6491,34
372,6492,4
373,5484,88
373,6493,49
373,6494,98
374,5487,65
374,6495,89
374,6496,48
374,6497,76
375,5497,63
375,5498,76
375,6498,33
376,6499,92
376,6500,92
376,6501,1
377,6502,51
377,6503,43
377,6504,43
377,6505,79
378,5420,86
378,5437,8
378,6506,17
379,6507,37
379,6509,61
380,5501,7
380,6510,27
380,6511,17
381,6512,60
381,6513,61
381,6514,76
381,6515,17
382,6516,63
382,6517,14
383,5426,24
384,5510,96
384,5511,24
385,5512,76
385,6518,97
386,5513,35
387,5516,70
387,6519,31
388,5505,33
388,6520,31
388,6521,40
388,6522,31
389,6523,2
389,6524,83
390,5514,54
391,6525,36
391,6526,91
392,5520,35
392,6527,66
392,6528,66
393,5519,72
393,6529,77
393,6530,12
394,5563,44
394,6531,31
394,6532,1
395,5495,85
395,5522,59
395,6533,18
396,5526,52
396,5560,63
397,5529,80
397,6534,69
397,6535,54
398,2876,32
398,5528,90
398,5532,50
398,5533,42
399,6536,68
399,6537,60
400,5546,5
400,6538,62
401,2875,58
401,5478,79
401,6540,7
402,6541,10
402,6542,68
402,6543,21
403,5535,23
403,6544,31
404,3465,80
404,6545,64
405,5545,23
405,6546,4
406,5544,11
406,5547,78
407,5444,43
407,5543,23
407,6547,50
407,6548,76
408,2873,58
408,5551,23
408,5581,56
408,6549,45
409,3467,73
409,5579,62
409,6550,15
410,5556,4
410,5559,45
410,5561,62
410,6551,98
411,5574,30
411,5577,91
411,6552,16
412,5573,88
412,6554,79
413,6556,13
413,9048,89
414,6557,11
414,6558,19
414,6559,65
415,5606,61
415,5619,10
415,6560,5
415,6561,59
416,5604,20
416,5611,11
416,6562,33
417,5603,69
417,6563,84
417,6564,29
418,5541,2
418,6565,32
418,6566,55
419,5584,77
419,6567,98
420,6568,82
420,6569,21
421,5587,49
421,6571,23
421,6572,93
422,5600,93
422,6573,84
423,6574,41
423,6914,31
423,9050,73
424,5618,52
424,6915,80
424,7379,43
425,3385,81
425,5613,43
425,6916,70
425,6917,67
426,3468,33
426,6918,63
426,6919,78
427,5593,31
427,5595,65
427,6920,69
428,1760,15
429,1759,2
429,2070,29
429,2072,48
430,2073,58
430,2074,17
430,2075,44
431,2076,5
431,2077,42
431,3498,74
432,2078,73
432,9058,17
432,9059,22
433,2080,78
433,2081,72
434,1764,55
434,1766,49
434,2082,51
434,2534,8
435,1762,2
435,1765,24
435,2083,49
436,2200,10
436,2398,24
436,2406,72
436,9060,82
437,2407,13
437,2408,98
437,3500,7
438,2409,21
438,2410,75
438,2411,71
439,2412,77
439,9061,81
440,2413,1
440,3501,59
441,2606,64
441,2607,38
441,2608,13
442,1770,76
442,2609,83
442,2610,21
443,2611,9
443,9062,86
444,2079,56
444,2612,1
444,2613,97
445,2614,5
445,2615,4
446,2616,87
446,2617,97
446,2957,69
447,2618,82
447,2619,21
448,2620,60
448,2621,80
448,2622,99
448,2623,44
449,2624,41
449,9063,97
449,9064,95
450,2625,55
450,2626,83
451,2627,75
451,2628,100
451,2629,59
452,2766,15
452,9065,97
452,12483,59
453,2631,93
453,3503,18
453,9066,11
454,2632,7
454,2956,19
455,2633,89
455,2735,17
455,3490,27
455,12106,42
456,2738,66
456,2739,22
456,2740,58
457,2741,13
457,2742,79
457,12480,61
458,2744,89
458,2746,14
459,2748,40
459,2749,95
459,12477,94
460,2750,19
460,9067,16
461,2953,22
461,8407,29
462,2751,34
462,2752,10
462,2753,89
463,1716,70
463,2754,72
463,9068,11
464,2755,87
464,2756,29
464,9069,31
465,1735,9
465,2757,39
465,9070,5
466,2758,17
466,2759,4
466,12104,84
467,9071,67
467,12102,92
467,12103,89
468,2760,45
468,2761,4
468,3491,69
469,2762,85
469,2763,33
469,3504,10
469,9072,6
470,2764,87
470,2765,78
471,2767,28
471,2768,75
471,2769,8
472,2770,32
472,9073,27
473,2771,18
473,2772,29
473,9074,16
473,12105,23
474,2773,75
474,3492,6
475,2774,41
475,2775,97
475,9075,84
476,2776,50
476,2777,62
477,2002,52
477,2779,41
478,2780,2
478,8391,2
479,1700,58
479,1705,42
479,7455,55
480,2781,23
480,2782,36
480,2783,72
481,2784,40
481,2785,11
481,9076,68
482,2786,97
482,2787,32
483,2788,11
483,2789,40
483,2790,38
484,2791,43
484,9077,67
484,9078,72
485,2792,24
485,2793,78
485,2794,50
486,1868,46
486,2795,95
486,2796,89
487,2797,44
487,2798,25
487,2973,13
488,2487,6
488,2799,87
488,2800,21
489,1876,71
490,2801,70
490,9079,21
490,9080,25
491,1877,47
491,2802,58
491,2817,67
492,1878,95
493,2804,34
493,9081,16
494,2805,61
494,2806,44
494,2807,33
495,2808,48
495,2813,94
496,1985,60
496,2815,24
496,2816,66
496,12254,51
497,2818,41
497,2826,35
497,9082,66
498,2821,100
498,2822,73
498,2823,21
499,1889,82
499,2824,23
499,8408,43
500,2825,40
500,2827,99
500,2828,80
501,2829,56
501,3213,9
502,3012,38
502,3299,57
503,2892,13
503,2905,74
504,2913,12
504,2920,18
505,2921,60
505,2923,7
505,2924,86
506,2927,32
506,2932,72
507,1907,80
508,2934,66
508,2939,48
509,12108,79
510,2940,37
510,2948,36
511,1909,85
511,2951,53
512,1994,29
513,2954,55
513,2964,30
513,2966,6
514,1883,12
515,1923,83
515,9083,94
516,2967,22
516,2998,38
516,2999,20
517,3000,56
517,3001,41
517,3003,91
517,3005,79
518,1919,35
518,3006,60
519,3007,54
519,3008,7
520,1916,22
520,2911,40
520,3009,66
521,1898,27
521,1904,40
521,8409,75
522,1905,35
523,3010,81
523,3011,68
524,1903,60
525,3013,20
525,3014,87
525,3029,44
526,1981,25
526,10405,35
526,10406,38
527,1979,73
527,3035,13
527,3050,4
528,3054,71
528,3058,22
528,3059,68
528,3060,7
529,3061,71
529,3062,9
529,3063,42
529,3559,36
530,1968,36
530,3064,93
530,3065,5
531,3066,55
531,3067,46
531,3068,88
532,1936,24
532,3069,13
532,3070,25
532,10176,41
533,1938,8
533,3071,51
533,3072,67
533,9084,27
534,3073,48
534,5838,4
534,12090,6
534,12091,46
535,3074,45
535,3075,26
535,3076,83
535,3077,15
536,3078,57
536,3079,44
536,3080,8
537,2972,53
537,3082,19
537,3245,92
538,3083,26
538,3084,62
538,3086,99
539,3087,41
539,3088,46
539,9085,89
540,3096,44
540,3098,72
540,12265,81
541,3099,14
541,3134,55
541,3507,100
542,3137,88
542,3138,64
542,12095,81
543,3151,51
543,3152,3
543,3153,58
543,12100,55
544,3154,41
544,9086,96
544,9087,94
545,3155,90
545,3156,67
545,3157,39
545,12099,43
546,1750,60
546,3158,1
546,3165,60
546,3200,42
547,3228,1
547,3229,82
547,3230,36
547,12476,45
548,2958,54
548,3231,92
548,3232,78
549,1744,41
549,3233,38
549,3234,1
549,3235,3
550,1949,67
550,3237,30
550,3238,83
550,3557,36
551,3239,33
551,3240,85
551,3241,95
551,3242,47
552,3243,61
552,3244,63
553,1837,37
553,3085,36
553,3246,40
553,3247,24
554,1843,61
554,2096,92
554,3248,16
554,3249,96
555,3250,50
555,3251,69
555,3252,35
556,1794,33
556,12096,26
556,12097,70
556,12098,36
557,3253,36
557,3254,67
558,3256,74
558,3257,54
558,3258,29
559,3259,5
559,3260,1
559,12489,74
560,3262,23
560,3263,81
560,3264,6
561,3265,87
561,3266,29
561,3267,88
562,3268,40
562,3269,79
562,3270,79
563,2962,62
563,3271,45
563,3272,66
563,3273,46
564,2747,65
564,3274,45
564,3275,99
564,3276,36
565,1781,67
565,2960,14
565,3277,77
566,1780,50
566,3278,16
566,3279,17
566,3281,64
567,1784,99
567,3280,25
567,3282,63
567,12487,19
568,3283,68
568,3284,91
568,3285,56
569,2961,74
569,3286,79
569,9088,42
570,3287,93
570,3288,74
570,9089,49
571,3289,65
571,3290,96
571,3291,97
571,12485,18
572,3292,24
572,3293,9
572,3294,98
572,3295,68
573,2963,4
573,3296,29
573,3297,10
573,9090,25
574,2069,69
574,3541,26
574,3542,61
574,3543,72
575,3544,34
575,3545,27
575,3546,75
576,3547,73
576,3548,37
576,3549,54
576,3550,32
577,1833,44
577,3551,38
577,3552,55
577,12094,76
578,1824,98
578,1830,18
578,3553,87
579,3554,100
579,3555,95
579,3556,33
579,12107,15
580,1954,73
580,3558,94
580,12092,77
580,12093,11
581,10401,43
582,10186,63
582,10187,97
582,10191,83
582,11975,65
583,10204,64
583,10206,71
583,10207,24
583,12262,59
584,5841,70
584,5842,77
584,10179,53
584,12245,20
585,3560,26
585,3561,92
585,10173,3
585,10175,39
586,2221,37
586,2395,5
586,3562,77
586,3563,13
587,2399,39
587,10417,22
587,10432,34
587,12227,89
588,3565,58
588,3566,41
588,3567,77
589,3568,34
589,3569,20
589,3570,66
589,11959,52
590,2390,65
590,3357,25
590,3572,72
590,11958,71
591,2388,97
591,3573,26
591,3574,4
591,11960,14
592,3575,25
592,3576,70
592,3577,75
592,3578,8
593,2340,94
593,3579,82
593,3580,30
593,3581,98
594,2354,65
594,3582,68
594,3583,90
594,11963,42
595,3584,44
595,3585,33
595,3586,24
595,11962,12
596,3587,96
596,3588,6
596,3589,72
597,10493,42
597,10549,77
597,10554,32
597,10555,49
598,10573,58
598,10575,31
598,10577,100
599,10569,84
599,10571,17
599,11989,72
600,10566,49
600,10578,78
600,10580,93
601,10558,3
601,10560,39
601,11988,84
602,10586,92
602,10597,38
602,10599,29
602,12222,58
603,10602,66
603,10605,12
603,10606,52
604,10610,36
605,10590,61
605,10594,46
605,10595,94
605,10600,16
606,10613,26
606,10640,75
606,11796,71
607,10619,15
607,10622,65
607,10624,24
607,10629,7
608,1660,46
608,1661,1
608,10631,85
608,12450,10
609,10636,12
609,10639,23
609,12235,55
610,10634,27
610,10907,63
610,12233,22
611,10666,90
611,11987,29
612,10643,6
612,10649,60
612,11990,14
612,12238,50
613,10533,76
613,10534,11
613,10651,1
614,10537,53
614,10540,72
614,10562,2
614,12223,75
615,10514,59
615,10525,63
615,10526,74
615,10528,55
616,10516,45
616,10518,30
616,10519,8
616,11964,65
617,10505,91
617,10507,11
617,10510,45
617,11965,67
618,10684,26
618,10687,97
618,11982,78
618,12215,27
619,10488,14
619,10491,26
619,11971,41
619,11972,82
620,10474,68
620,10489,1
620,12184,8
621,10264,88
621,10272,20
621,10353,35
622,10478,25
622,10479,40
622,11969,71
622,11970,23
623,5834,70
623,10250,72
623,10260,25
623,11966,29
624,5833,96
624,10255,85
624,10486,6
625,10333,3
625,10340,36
625,10494,48
625,10498,21
626,5832,73
626,10248,51
626,10313,70
626,10315,3
627,10237,67
627,10239,28
627,10397,100
627,12175,25
628,10230,23
628,10233,82
628,10235,37
629,10227,78
629,10229,38
629,11967,89
629,11968,8
630,10223,95
630,10325,78
630,10735,85
631,10738,91
631,10753,99
631,10755,100
631,11974,41
632,10742,40
632,10750,88
632,10752,94
633,10744,89
633,10745,28
633,10747,47
634,10728,4
634,10731,64
634,10736,45
634,10800,22
635,10712,7
635,10713,55
635,11973,36
636,10729,64
636,10822,23
636,10977,61
636,10980,1
637,10095,98
637,10096,3
637,10715,10
637,10721,44
638,10268,68
638,10270,96
638,10705,98
638,10706,28
639,10682,26
639,10691,36
639,10694,58
639,11981,6
640,10696,100
640,10699,27
640,10703,32
641,10676,14
641,10700,90
642,10672,30
642,10675,75
642,12199,56
642,12202,15
643,10874,15
643,10878,61
643,12160,95
644,10883,79
644,11980,27
644,12204,68
645,11030,39
645,11983,90
645,11984,23
646,10665,49
646,10667,58
646,10669,85
646,11031,33
647,10895,78
647,10897,17
647,10899,61
647,12196,94
648,10902,97
648,10904,1
648,10916,88
648,12195,84
649,10909,38
649,10911,98
649,10914,10
650,10917,94
650,10922,81
650,10923,47
650,12193,79
651,10919,98
651,10920,69
652,10892,17
652,10924,83
652,10929,5
652,11985,6
653,10886,97
653,10889,91
